NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Study Type,Start Date,Primary Completion Date,Completion Date,Patient friendly summary,Field1,Relevant for rare cancer?,Genetic,Key inclusion criteria,Key exclusion criteria,Gene,Rare Cancer Types,Location,Tumour agnostic?,Reviewed,Drugs,Biologicals,Max ECOG,For untreated patients?,Trial cohort,Cohorts,Trial Question,Trial Drug,How given?,Updated locations
"NCT04360941","PAveMenT: Palbociclib and Avelumab in Metastatic AR+ Triple Negative Breast Cancer","https://clinicaltrials.gov/study/NCT04360941","PAveMenT","RECRUITING","This clinical study is aiming to determine the safest doses and schedule for the combination of two drugs named palbociclib and avelumab.

The study will also be investigating how effective the combination is for a subgroup of breast cancer patients whose cancer expresses the androgen receptor (AR) but not the oestrogen (hormone) or HER2 receptors. Palbociclib is a drug used in routine care for hormone-receptor (HR) positive and HER2 negative advanced breast cancer, the most common subtype of breast cancer.

It is possible that the combination of palbociclib and avelumab will be a more effective cancer treatment than each drug separately, but this is unknown and this study is needed to establish the best dosage and schedule of each drug as well as how effective the combination is.","Triple Negative Breast Cancer|Locally Advanced Breast Cancer|Recurrent Breast Cancer|Metastatic Breast Cancer|ER+ Breast Cancer|HER2-positive Breast Cancer","DRUG: Palbociclib|DRUG: Avelumab","Royal Marsden NHS Foundation Trust","Pfizer|Breast Cancer Now","ALL","ADULT, OLDER_ADULT","PHASE1",45,"INTERVENTIONAL","08/11/20 00:00:00",,,0,198,0,0,,,198,198,198,0,1,198,198,,0,,101,,,,101
"NCT04379596","Ph1b/2 Study of the Safety and Efficacy of T-DXd Combinations in Advanced HER2-expressing Gastric Cancer (DESTINY-Gastric03)","https://clinicaltrials.gov/study/NCT04379596","DG-03","RECRUITING","DESTINY-Gastric03 will investigate the safety, tolerability, pharmacokinetics, immunogenicity, and preliminary antitumor activity of trastuzumab deruxtecan (T-DXd) alone or in combination with chemotherapy and/or immunotherapy in HER2-expressing advanced/metastatic gastric/gastroesophageal junction (GEJ) and esophageal adenocarcinoma patients.

Study hypotheses: Combination of T-DXd with cytotoxic chemotherapy and/or immunotherapy administered to subjects at the recommended phase 2 dose will show manageable safety and tolerability and preliminary anti-tumor efficacy so as to permit further clinical testing. T-DXd in combination with cytotoxic chemotherapy or immune checkpoint inhibitor administered to HER2-expressing gastric, GEJ and esophageal cancer patients who have not received prior treatment for advanced/metastatic disease will show preliminary evidence of anti-tumour activity and the potential to become a therapeutic option for this patient population.","Gastric Cancer","DRUG: Fluorouracil (5-FU)|DRUG: Capecitabine|BIOLOGICAL: Durvalumab|DRUG: Oxaliplatin|BIOLOGICAL: Trastuzumab|DRUG: Trastuzumab deruxtecan|DRUG: Cisplatin|BIOLOGICAL: Pembrolizumab|BIOLOGICAL: Volrustomig|BIOLOGICAL: Rilvegostomig","AstraZeneca","Daiichi Sankyo Company, Limited 3-5-1 Nihonbashihoncho, Chuo-ku, Tokyo","ALL","ADULT, OLDER_ADULT","PHASE2",413,"INTERVENTIONAL","06/03/20 00:00:00","07/30/26 00:00:00","07/30/26 00:00:00",0,176,1,1,,,176,176,176,0,1,176,176,"not stated",0,,102,,,,102
"NCT04384484","Study to Evaluate Loncastuximab Tesirine With Rituximab Versus Immunochemotherapy in Participants With Relapsed or Refractory Diffuse Large B-Cell Lymphoma","https://clinicaltrials.gov/study/NCT04384484","LOTIS 5","RECRUITING","The purpose of this study is to evaluate the efficacy of loncastuximab tesirine (ADCT-402) combined with rituximab compared to standard immunochemotherapy.","Relapsed Diffuse Large B-Cell Lymphoma|Refractory Diffuse Large B-Cell Lymphoma","DRUG: Loncastuximab Tesirine|DRUG: Rituximab|DRUG: Gemcitabine|DRUG: Oxaliplatin","ADC Therapeutics S.A.",,"ALL","ADULT, OLDER_ADULT","PHASE3",350,"INTERVENTIONAL","09/16/20 00:00:00","06/30/25 00:00:00","06/30/28 00:00:00",0,477,1,0,,,477,477,477,0,1,477,477,"2",0,,103,,,,103
"NCT04389632","A Study of SGN-B6A in Advanced Solid Tumors","https://clinicaltrials.gov/study/NCT04389632",,"RECRUITING","This trial will look at a drug called sigvotatug vedotin (SGN-B6A) alone and with pembrolizumab, with or without chemotherapy, to find out whether it is safe for people who have solid tumors. It will study sigvotatug vedotin to find out what its side effects are. A side effect is anything the drug does besides treating cancer. It will also study whether sigvotatug vedotin works to treat solid tumors.

The study will have four parts.

* Part A of the study will find out how much sigvotatug vedotin should be given to participants.
* Part B will use the dose found in Part A to find out how safe sigvotatug vedotin is and if it works to treat solid tumors.
* Part C of the study will find out how safe sigvotatug vedotin is in combination with these other drugs.
* Part D will include people who have not received treatment. This part of the study will find out how safe sigvotatug vedotin is in combination with these other drugs and if these combinations work to treat solid tumors.
* In Parts C and D, participants will receive sigvotatug vedotin with either:

  * Pembrolizumab or,
  * Pembrolizumab and carboplatin, or
  * Pembrolizumab and cisplatin.","Carcinoma, Non-Small Cell Lung|Squamous Cell Carcinoma of Head and Neck|HER2 Negative Breast Neoplasms|Esophageal Squamous Cell Carcinoma|Esophageal Adenocarcinoma|Gastroesophageal Junction Adenocarcinoma|Ovarian Neoplasms|Cutaneous Squamous Cell Cancer|E","DRUG: sigvotatug vedotin|DRUG: pembrolizumab|DRUG: cisplatin|DRUG: carboplatin","Seagen Inc.",,"ALL","ADULT, OLDER_ADULT","PHASE1",824,"INTERVENTIONAL","06/08/20 00:00:00","11/30/26 00:00:00","02/28/28 00:00:00",0,131,1,0,,,131,131,131,0,1,131,131,"1",0,,104,,,,104
"NCT04408638","A Phase III Study Evaluating Glofitamab in Combination With Gemcitabine + Oxaliplatin vs Rituximab in Combination With Gemcitabine + Oxaliplatin in Participants With Relapsed/Refractory Diffuse Large B-Cell Lymphoma","https://clinicaltrials.gov/study/NCT04408638",,"RECRUITING","This study will evaluate the efficacy and safety of glofitamab in combination with gemcitabine plus oxaliplatin (Glofit-GemOx) compared with rituximab in combination with gemcitabine plus oxaliplatin (R-GemOx) in patients with R/R DLBCL.","Diffuse Large B-cell Lymphoma","DRUG: Obinutuzumab|DRUG: Glofitamab|DRUG: Rituxumab|DRUG: Tocilizumab|DRUG: Gemcitabine|DRUG: Oxaliplatin","Hoffmann-La Roche",,"ALL","ADULT, OLDER_ADULT","PHASE3",270,"INTERVENTIONAL","02/23/21 00:00:00","04/15/25 00:00:00","04/15/25 00:00:00",0,476,1,0,,,476,476,476,0,1,476,476,"2",0,,105,,,,105
"NCT04428151","Lenvatinib (E7080/MK-7902) in Combination With Pembrolizumab (MK-3475) vs. Standard Chemotherapy and Lenvatinib Monotherapy in Participants With Recurrent/Metastatic Head and Neck Squamous Cell Carcinoma That Progressed After Platinum Therapy and Immunoth","https://clinicaltrials.gov/study/NCT04428151",,"RECRUITING","Researchers are looking for new ways to treat people with head and neck cancer whose cancer has come back after treatment (recurrent) or whose cancer has spread to other parts of the body (metastatic). Some people with recurrent or metastatic head and neck cancer are treated with chemotherapy and immunotherapy, but the cancer gets worse.

The goal of this study is to learn if more people who receive lenvatinib and pembrolizumab have a better overall survival rate than people who receive standard chemotherapy treatment.","Squamous Cell Carcinoma of Head and Neck","DRUG: Lenvatinib|BIOLOGICAL: Pembrolizumab|DRUG: Docetaxel|DRUG: Capecitabine|DRUG: Paclitaxel|DRUG: Cetuximab|DRUG: Lenvatinib","Merck Sharp & Dohme LLC","Eisai Inc.","ALL","ADULT, OLDER_ADULT","PHASE2",400,"INTERVENTIONAL","08/06/20 00:00:00","07/18/25 00:00:00","02/17/27 00:00:00",0,379,1,0,,,379,379,379,0,1,379,379,"1",0,,107,,,,107
"NCT04449874","A Study to Evaluate the Safety, Pharmacokinetics, and Activity of GDC-6036 Alone or in Combination in Participants With Advanced or Metastatic Solid Tumors With a KRAS G12C Mutation","https://clinicaltrials.gov/study/NCT04449874",,"RECRUITING","This is a Phase I dose-escalation and dose-expansion study that will evaluate the safety, pharmacokinetics (PK), and preliminary activity of GDC-6036 in patients with advanced or metastatic solid tumors with a KRAS G12C mutation.","Non-Small Cell Lung Cancer|Colorectal Cancer|Advanced Solid Tumors","DRUG: GDC-6036|DRUG: Atezolizumab|DRUG: Cetuximab|DRUG: Bevacizumab|DRUG: Erlotinib|DRUG: GDC-1971|DRUG: Inavolisib","Genentech, Inc.",,"ALL","ADULT, OLDER_ADULT","PHASE1",498,"INTERVENTIONAL","07/29/20 00:00:00","11/30/24 00:00:00","11/30/24 00:00:00",0,145,1,1,"KRAS G12C mutation",,145,145,145,1,1,145,145,"not stated",0,,108,,,,108
"NCT04464226","Study to Continue Treatment With Darolutamide in Patients Who Have Been Participating in Previous Darolutamide Studies Supported by Bayer","https://clinicaltrials.gov/study/NCT04464226",,"RECRUITING","The aim of this study is to provide darolutamide treatment to patients who participated in a previous study with darolutamide supported by Bayer and the treating doctor considers that the continuation of the treatment with darolutamide to be beneficial. Patients will be carried over from the previous studies and continue in this study with darolutamide treatment on the same dosage. They will also return to the study centers for doctor's visits as often as they did in the previous study.","Cancer","DRUG: Darolutamide (Nubeqa, BAY1841788)","Bayer",,"MALE","ADULT, OLDER_ADULT","PHASE3",678,"INTERVENTIONAL","10/20/20 00:00:00",,,0,152,0,0,"Follow-on study",,152,152,152,0,1,152,152,,0,,110,,,,110
"NCT04478279","A Phase 1-2 Study of ST101 in Patients With Advanced Solid Tumors","https://clinicaltrials.gov/study/NCT04478279",,"RECRUITING","This is an open-label, two-part, phase 1-2 dose-finding study designed to determine the safety, tolerability, PK, PD, and proof-of-concept efficacy of ST101 administered IV in patients with advanced solid tumors. The study consists of two phases: a phase 1 dose escalation/regimen exploration phase and a phase 2 expansion phase.","Glioblastoma|Melanoma Stage IV|Breast Cancer|Prostate Cancer|Glioblastoma Multiforme|GBM|Brain Cancer|Metastatic Breast Cancer|Metastatic Melanoma|Metastatic Prostate Cancer|Melanoma Recurrent|Prostate Cancer Metastatic|Recurrent Glioblastoma|Newly Diagno","DRUG: ST101|DRUG: Temozolomide|RADIATION: Radiation","Sapience Therapeutics",,"ALL","ADULT, OLDER_ADULT","PHASE1|PHASE2",162,"INTERVENTIONAL","07/01/20 00:00:00","12/01/24 00:00:00","12/01/25 00:00:00",0,227,1,0,,,227,227,227,0,1,227,227,"1",0,"Primary brain tumours",111,,,,111
"NCT04484623","Belantamab Mafodotin Plus Pomalidomide and Dexamethasone (Pd) Versus Bortezomib Plus Pd in Relapsed/Refractory Multiple Myeloma","https://clinicaltrials.gov/study/NCT04484623","DREAMM 8","RECRUITING","This study will evaluate the efficacy and safety of belantamab mafodotin in combination with pomalidomide and dexamethasone (Arm A) compared with that of combination of pomalidomide, bortezomib and dexamethasone (Arm B) in participants with relapsed/refractory multiple myeloma (RRMM).","Multiple Myeloma","DRUG: Belantamab mafodotin|DRUG: Pomalidomide|DRUG: Dexamethasone|DRUG: Bortezomib","GlaxoSmithKline",,"ALL","ADULT, OLDER_ADULT","PHASE3",357,"INTERVENTIONAL","10/01/20 00:00:00","01/29/24 00:00:00","05/01/29 00:00:00",0,427,1,0,"NB UK sites active not recruiting",,427,427,427,0,1,427,427,"2",0,,113,,,,113
"NCT04486378","A Phase II Clinical Trial Comparing the Efficacy of RO7198457 Versus Watchful Waiting in Patients With ctDNA-positive, Resected Stage II (High Risk) and Stage III Colorectal Cancer","https://clinicaltrials.gov/study/NCT04486378",,"RECRUITING","This is a multi-site, open-label, Phase II, randomized, trial to compare the efficacy of RO7198457 versus watchful waiting in patients with circulating tumor DNA (ctDNA) positive, surgically resected Stage II/III rectal cancer, or Stage II (high risk)/Stage III colon cancer.","Colorectal Cancer Stage II|Colorectal Cancer Stage III","DRUG: RO7198457 intravenous (IV)|OTHER: Observational group (no intervention)","BioNTech SE","Genentech, Inc.","ALL","ADULT, OLDER_ADULT","PHASE2",229,"INTERVENTIONAL","03/08/21 00:00:00","02/01/26 00:00:00","07/01/27 00:00:00",0,102,0,0,,,102,102,102,0,1,102,102,,0,,114,,,,114
"NCT04497116","Study of RP-3500, Camonsertib, in Advanced Solid Tumors","https://clinicaltrials.gov/study/NCT04497116",,"RECRUITING","The primary purpose of this study is to define the maximum tolerated dose (MTD) and determine a recommended Phase 2 dose (RP2D) and schedule of orally-administered RP-3500 (camonsertib) alone or in combination with talazoparib, a PARP inhibitor, or Gemcitabine in patients with advanced solid tumors with ATR inhibitor-sensitizing mutations. This study will also evaluate the safety and tolerability of RP-3500 (camonsertib) alone or in combination with talazoparib or gemcitabine, examine both the pharmacokinetics (PK)and pharmacodynamics (PD)and investigate its anti-tumor activity in solid tumors.","Advanced Solid Tumor","DRUG: RP-3500 (camonsertib)|DRUG: Talazoparib|DRUG: Gemcitabine Injection","Repare Therapeutics",,"ALL","ADULT, OLDER_ADULT","PHASE1|PHASE2",285,"INTERVENTIONAL","07/22/20 00:00:00","07/31/25 00:00:00","01/00/00 00:00:00",0,78,1,1,,,78,78,78,1,1,78,78,"1",0,,115,,,,115
"NCT04502394","Safety and Efficacy of KRT-232 in Combination With Acalabrutinib in Subjects With R/R DLBCL or R/R CLL","https://clinicaltrials.gov/study/NCT04502394",,"RECRUITING","This study evaluates KRT-232, a novel oral small molecule inhibitor of MDM2, combined with acalabrutinib for the treatment of adults with Diffuse Large B-Cell Lymphoma and Chronic Lymphocytic Leukemia. Participants must be relapsed/refractory (having failed prior therapy)","Diffuse Large B Cell Lymphoma|Chronic Lymphocytic Leukemia|Non Hodgkin Lymphoma","DRUG: KRT-232|DRUG: acalabrutinib","Kartos Therapeutics, Inc.",,"ALL","ADULT, OLDER_ADULT","PHASE1|PHASE2",84,"INTERVENTIONAL","02/23/21 00:00:00","10/01/22 00:00:00","03/01/24 00:00:00",0,499,1,1,,,499,499,499,0,1,499,499,"2",0,,116,,,,116
"NCT04509700","Rollover Study to Provide Continued Treatment for Participants With B-Cell Malignancies Previously Enrolled in Studies of Parsaclisib (INCB050465)","https://clinicaltrials.gov/study/NCT04509700",,"RECRUITING","This is a Phase 2, multicenter, open-label study to provide continued supply of parsaclisib as monotherapy or in combination therapy with itacitinib, ruxolitinib, or ibrutinib to participants from Incyte-sponsored studies of parsaclisib.","B-Cell Malignancies","DRUG: Parsaclisib|DRUG: parsaclisib + itacitinib|DRUG: parsaclisib + ruxolitinib|DRUG: parsaclisib + ibrutinib","Incyte Corporation",,"ALL","ADULT, OLDER_ADULT","PHASE2",200,"INTERVENTIONAL","08/03/20 00:00:00",,,0,8,0,0,"Follow-on study",,8,8,8,0,1,8,8,,0,,117,,,,117
"NCT05091424","A Study Evaluating the Safety, Efficacy, and Pharmacokinetics of Mosunetuzumab and a Combined Regimen of Mosunetuzumab and Venetoclax in Participants With Relapsed or Refractory Chronic Lymphocytic Leukemia","https://clinicaltrials.gov/study/NCT05091424",,"RECRUITING","This study will assess the safety, tolerability, pharmaokinetics, and preliminary efficacy of mosunetuzumab (Lunsumio) monotherapy in participants with relapsed or refractory (R/R) chronic lymphocytic leukemia (CLL). This study will also allow participants who are currently progressing on a Bruton tyrosine kinase inhibitor (BTKi) and requiring salvage therapy as assessed by the treating physician to continue their BTKi throughout the screening period and for the first two cycles of mosunetuzumab. An additional arm has been added to assess the safety, tolerability, pharmacokinetics, and preliminary efficacy of mosunetuzumab in combination with venetoclax, a B-cell lymphoma 2 (BCL2) inhibitor.","Chronic Lymphocytic Leukemia","DRUG: Mosunetuzumab|DRUG: Tocilizumab|DRUG: Venetoclax","Hoffmann-La Roche",,"ALL","ADULT, OLDER_ADULT","PHASE1",137,"INTERVENTIONAL","03/07/22 00:00:00","05/27/27 00:00:00","10/08/29 00:00:00",0,496,1,0,,,496,496,496,0,1,496,496,"2",0,,227,,,,118
"NCT05094336","A Study of AMG 193 in Subjects With Advanced MTAP-null Solid Tumors","https://clinicaltrials.gov/study/NCT05094336","MTAP","RECRUITING","The primary objective of Parts 1 and 2 of this study is to evaluate the safety, tolerability, and to determine the maximum tolerated dose (MTD) or recommended phase 2 dose (RP2D) of AMG 193 alone and in combination with docetaxel in adult participants with metastatic or locally advanced methylthioadenosine phosphorylase (MTAP)-null solid tumors.

The primary objective of Part 3 of this study is to evaluate the efficacy of AMG 193 in adult participants with metastatic or locally advanced MTAP-null solid tumors.","Advanced MTAP-null Solid Tumors","DRUG: AMG 193|DRUG: Docetaxel|DRUG: Comparator AMG 193 Test Tablet","Amgen",,"ALL","ADULT, OLDER_ADULT","PHASE1|PHASE2",649,"INTERVENTIONAL","02/01/22 00:00:00","11/11/27 00:00:00","03/12/29 00:00:00",0,58,1,1,,,58,58,58,1,1,58,58,"not stated",0,"Primary brain tumours",228,,,,119
"NCT05100862","A Study of Zanubrutinib Plus Anti-CD20 Versus Lenalidomide Plus Rituximab in Participants With Relapsed/Refractory Follicular or Marginal Zone Lymphoma","https://clinicaltrials.gov/study/NCT05100862","MAHOGANY","RECRUITING","The purpose of the study is to compare the efficacy of zanubrutinib plus obinutuzumab versus lenalidomide plus rituximab (R\^2) in participants with relapsed/refractory (R/R) follicular lymphoma (FL), as measured by progression-free survival as determined by an independent review committee in accordance with the 2014 modification of the International Working Group on non-Hodgkin lymphoma (NHL) Criteria based on n positron emission tomography and computed tomography (PET/CT), and to compare the efficacy of zanubrutinib plus rituximab versus R\^2 in participants with R/R marginal zone lymphoma (MZL), as measured by progression free survival (PFS) assessed by IRC in accordance with CT-based Lugano 2014 Criteria.","Relapsed/Refractory Follicular Lymphoma|Marginal Zone Lymphoma","DRUG: Zanubrutinib|DRUG: Rituximab|DRUG: Lenalidomide|DRUG: Obinutuzumab","BeiGene",,"ALL","ADULT, OLDER_ADULT","PHASE3",750,"INTERVENTIONAL","03/10/22 00:00:00","07/01/28 00:00:00","06/01/30 00:00:00",0,485,1,0,,,485,485,485,0,1,485,485,"not stated",0,,229,,,,120
